"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20160226_20160311.csv"
"C","Report for: 02/26/2016 - 03/11/2016"
"C","Report generated: 06/30/2019 12:49:08 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","02/26/2016","01",12230.27
"D","02/26/2016","02",12272.38
"D","02/26/2016","03",12133.98
"D","02/26/2016","04",12162.98
"D","02/26/2016","05",12309.4
"D","02/26/2016","06",13010.06
"D","02/26/2016","07",14032.01
"D","02/26/2016","08",14959.96
"D","02/26/2016","09",14979.64
"D","02/26/2016","10",14735.71
"D","02/26/2016","11",14585.62
"D","02/26/2016","12",14421.82
"D","02/26/2016","13",14241.42
"D","02/26/2016","14",14168.79
"D","02/26/2016","15",14122.89
"D","02/26/2016","16",14336.04
"D","02/26/2016","17",14948.81
"D","02/26/2016","18",16005.22
"D","02/26/2016","19",16778.85
"D","02/26/2016","20",16504.65
"D","02/26/2016","21",16053.6
"D","02/26/2016","22",15334.41
"D","02/26/2016","23",14349.75
"D","02/26/2016","24",13427.58
"D","02/27/2016","01",12930.42
"D","02/27/2016","02",12769.03
"D","02/27/2016","03",12602.6
"D","02/27/2016","04",12552.09
"D","02/27/2016","05",12905.59
"D","02/27/2016","06",12926.28
"D","02/27/2016","07",13240.24
"D","02/27/2016","08",13815.03
"D","02/27/2016","09",14218.14
"D","02/27/2016","10",14321.29
"D","02/27/2016","11",14190.43
"D","02/27/2016","12",13871.82
"D","02/27/2016","13",13519.6
"D","02/27/2016","14",13186.97
"D","02/27/2016","15",13080.69
"D","02/27/2016","16",13503.82
"D","02/27/2016","17",13824.17
"D","02/27/2016","18",14873.91
"D","02/27/2016","19",15655.82
"D","02/27/2016","20",15369.17
"D","02/27/2016","21",14929.56
"D","02/27/2016","22",14253.19
"D","02/27/2016","23",13375.28
"D","02/27/2016","24",12577.97
"D","02/28/2016","01",12246.34
"D","02/28/2016","02",12018.29
"D","02/28/2016","03",11952.58
"D","02/28/2016","04",11866.64
"D","02/28/2016","05",12068.31
"D","02/28/2016","06",12164.21
"D","02/28/2016","07",12162.35
"D","02/28/2016","08",12479.61
"D","02/28/2016","09",12734.25
"D","02/28/2016","10",12879.72
"D","02/28/2016","11",12778.55
"D","02/28/2016","12",12671.87
"D","02/28/2016","13",12525.66
"D","02/28/2016","14",12266.02
"D","02/28/2016","15",12180.88
"D","02/28/2016","16",12430.96
"D","02/28/2016","17",13040.91
"D","02/28/2016","18",14140.49
"D","02/28/2016","19",15104.0
"D","02/28/2016","20",14823.3
"D","02/28/2016","21",14256.4
"D","02/28/2016","22",13331.62
"D","02/28/2016","23",12265.98
"D","02/28/2016","24",11432.0
"D","02/29/2016","01",11444.87
"D","02/29/2016","02",11146.11
"D","02/29/2016","03",11017.52
"D","02/29/2016","04",11158.7
"D","02/29/2016","05",11668.34
"D","02/29/2016","06",12334.27
"D","02/29/2016","07",13517.68
"D","02/29/2016","08",14257.76
"D","02/29/2016","09",14140.29
"D","02/29/2016","10",13939.11
"D","02/29/2016","11",14048.22
"D","02/29/2016","12",14204.8
"D","02/29/2016","13",14293.76
"D","02/29/2016","14",14313.07
"D","02/29/2016","15",14105.89
"D","02/29/2016","16",14016.39
"D","02/29/2016","17",14300.62
"D","02/29/2016","18",15185.69
"D","02/29/2016","19",16029.48
"D","02/29/2016","20",15706.11
"D","02/29/2016","21",15089.21
"D","02/29/2016","22",14064.81
"D","02/29/2016","23",12772.31
"D","02/29/2016","24",12055.82
"D","03/01/2016","01",11917.64
"D","03/01/2016","02",11795.69
"D","03/01/2016","03",11695.53
"D","03/01/2016","04",11748.6
"D","03/01/2016","05",12185.7
"D","03/01/2016","06",12910.92
"D","03/01/2016","07",14154.68
"D","03/01/2016","08",14740.79
"D","03/01/2016","09",14549.72
"D","03/01/2016","10",14312.79
"D","03/01/2016","11",14334.57
"D","03/01/2016","12",14153.82
"D","03/01/2016","13",13874.37
"D","03/01/2016","14",13799.74
"D","03/01/2016","15",13711.34
"D","03/01/2016","16",13876.69
"D","03/01/2016","17",14404.66
"D","03/01/2016","18",15451.16
"D","03/01/2016","19",16367.22
"D","03/01/2016","20",16110.44
"D","03/01/2016","21",15543.95
"D","03/01/2016","22",14491.77
"D","03/01/2016","23",13204.68
"D","03/01/2016","24",12326.0
"D","03/02/2016","01",12032.42
"D","03/02/2016","02",11594.27
"D","03/02/2016","03",11383.42
"D","03/02/2016","04",10851.33
"D","03/02/2016","05",11188.4
"D","03/02/2016","06",12249.44
"D","03/02/2016","07",13562.67
"D","03/02/2016","08",14685.75
"D","03/02/2016","09",15007.8
"D","03/02/2016","10",14984.45
"D","03/02/2016","11",14898.25
"D","03/02/2016","12",14707.48
"D","03/02/2016","13",14536.75
"D","03/02/2016","14",14457.23
"D","03/02/2016","15",14479.28
"D","03/02/2016","16",14557.07
"D","03/02/2016","17",14928.23
"D","03/02/2016","18",16021.58
"D","03/02/2016","19",17045.04
"D","03/02/2016","20",16898.2
"D","03/02/2016","21",16402.53
"D","03/02/2016","22",15475.88
"D","03/02/2016","23",14208.03
"D","03/02/2016","24",13108.02
"D","03/03/2016","01",12881.56
"D","03/03/2016","02",12974.89
"D","03/03/2016","03",13072.68
"D","03/03/2016","04",13143.02
"D","03/03/2016","05",13339.56
"D","03/03/2016","06",13922.97
"D","03/03/2016","07",15397.67
"D","03/03/2016","08",16101.56
"D","03/03/2016","09",15866.13
"D","03/03/2016","10",15503.44
"D","03/03/2016","11",15281.02
"D","03/03/2016","12",15043.08
"D","03/03/2016","13",14777.84
"D","03/03/2016","14",14636.9
"D","03/03/2016","15",14559.95
"D","03/03/2016","16",14748.04
"D","03/03/2016","17",15376.59
"D","03/03/2016","18",16421.3
"D","03/03/2016","19",17275.52
"D","03/03/2016","20",17047.33
"D","03/03/2016","21",16567.25
"D","03/03/2016","22",15601.4
"D","03/03/2016","23",14359.17
"D","03/03/2016","24",13223.85
"D","03/04/2016","01",12571.58
"D","03/04/2016","02",12629.31
"D","03/04/2016","03",12473.13
"D","03/04/2016","04",12483.26
"D","03/04/2016","05",12815.06
"D","03/04/2016","06",13703.21
"D","03/04/2016","07",15039.21
"D","03/04/2016","08",15996.24
"D","03/04/2016","09",16272.22
"D","03/04/2016","10",16353.14
"D","03/04/2016","11",16314.96
"D","03/04/2016","12",16029.57
"D","03/04/2016","13",15722.12
"D","03/04/2016","14",15635.64
"D","03/04/2016","15",15553.88
"D","03/04/2016","16",15580.1
"D","03/04/2016","17",15915.12
"D","03/04/2016","18",16532.69
"D","03/04/2016","19",17014.34
"D","03/04/2016","20",16651.76
"D","03/04/2016","21",16138.7
"D","03/04/2016","22",15317.06
"D","03/04/2016","23",14254.0
"D","03/04/2016","24",13227.54
"D","03/05/2016","01",12451.61
"D","03/05/2016","02",12208.43
"D","03/05/2016","03",12203.14
"D","03/05/2016","04",12301.36
"D","03/05/2016","05",12228.28
"D","03/05/2016","06",12904.52
"D","03/05/2016","07",13265.36
"D","03/05/2016","08",13649.8
"D","03/05/2016","09",14070.08
"D","03/05/2016","10",14172.96
"D","03/05/2016","11",14069.92
"D","03/05/2016","12",13880.17
"D","03/05/2016","13",13637.4
"D","03/05/2016","14",13393.29
"D","03/05/2016","15",13541.93
"D","03/05/2016","16",13833.28
"D","03/05/2016","17",14346.32
"D","03/05/2016","18",14900.59
"D","03/05/2016","19",15665.85
"D","03/05/2016","20",15380.94
"D","03/05/2016","21",14942.83
"D","03/05/2016","22",14303.4
"D","03/05/2016","23",13446.4
"D","03/05/2016","24",12538.46
"D","03/06/2016","01",12112.24
"D","03/06/2016","02",11905.14
"D","03/06/2016","03",11770.7
"D","03/06/2016","04",11694.45
"D","03/06/2016","05",11794.64
"D","03/06/2016","06",11911.92
"D","03/06/2016","07",12330.09
"D","03/06/2016","08",12824.14
"D","03/06/2016","09",12950.14
"D","03/06/2016","10",13063.0
"D","03/06/2016","11",13024.81
"D","03/06/2016","12",12921.46
"D","03/06/2016","13",12795.32
"D","03/06/2016","14",12804.56
"D","03/06/2016","15",12773.61
"D","03/06/2016","16",12994.03
"D","03/06/2016","17",13673.19
"D","03/06/2016","18",14559.31
"D","03/06/2016","19",15677.2
"D","03/06/2016","20",15547.01
"D","03/06/2016","21",15059.16
"D","03/06/2016","22",14142.9
"D","03/06/2016","23",13068.68
"D","03/06/2016","24",12225.96
"D","03/07/2016","01",11968.11
"D","03/07/2016","02",12028.2
"D","03/07/2016","03",12154.68
"D","03/07/2016","04",12279.42
"D","03/07/2016","05",12486.52
"D","03/07/2016","06",12931.24
"D","03/07/2016","07",14401.44
"D","03/07/2016","08",15173.1
"D","03/07/2016","09",15250.5
"D","03/07/2016","10",15367.25
"D","03/07/2016","11",15319.28
"D","03/07/2016","12",15115.25
"D","03/07/2016","13",14769.62
"D","03/07/2016","14",14639.68
"D","03/07/2016","15",14668.99
"D","03/07/2016","16",14852.26
"D","03/07/2016","17",15195.19
"D","03/07/2016","18",15918.51
"D","03/07/2016","19",16488.92
"D","03/07/2016","20",16097.99
"D","03/07/2016","21",15385.07
"D","03/07/2016","22",14284.04
"D","03/07/2016","23",13132.33
"D","03/07/2016","24",12446.43
"D","03/08/2016","01",12352.3
"D","03/08/2016","02",12175.57
"D","03/08/2016","03",11999.3
"D","03/08/2016","04",12026.26
"D","03/08/2016","05",12428.38
"D","03/08/2016","06",13063.01
"D","03/08/2016","07",13951.14
"D","03/08/2016","08",14586.02
"D","03/08/2016","09",14359.4
"D","03/08/2016","10",14036.24
"D","03/08/2016","11",13878.87
"D","03/08/2016","12",13729.98
"D","03/08/2016","13",13549.7
"D","03/08/2016","14",13499.37
"D","03/08/2016","15",13384.5
"D","03/08/2016","16",13488.45
"D","03/08/2016","17",13946.35
"D","03/08/2016","18",14754.22
"D","03/08/2016","19",15756.78
"D","03/08/2016","20",15508.58
"D","03/08/2016","21",14904.09
"D","03/08/2016","22",13878.23
"D","03/08/2016","23",12592.14
"D","03/08/2016","24",11825.98
"D","03/09/2016","01",11491.96
"D","03/09/2016","02",11209.4
"D","03/09/2016","03",11242.1
"D","03/09/2016","04",11253.86
"D","03/09/2016","05",11582.04
"D","03/09/2016","06",12382.86
"D","03/09/2016","07",13269.66
"D","03/09/2016","08",14045.44
"D","03/09/2016","09",13887.73
"D","03/09/2016","10",13587.74
"D","03/09/2016","11",13493.32
"D","03/09/2016","12",13414.93
"D","03/09/2016","13",13356.85
"D","03/09/2016","14",13429.43
"D","03/09/2016","15",13463.38
"D","03/09/2016","16",13560.72
"D","03/09/2016","17",13879.41
"D","03/09/2016","18",14445.13
"D","03/09/2016","19",15301.86
"D","03/09/2016","20",15063.94
"D","03/09/2016","21",14386.82
"D","03/09/2016","22",13340.68
"D","03/09/2016","23",12034.97
"D","03/09/2016","24",11129.85
"D","03/10/2016","01",11070.08
"D","03/10/2016","02",11056.24
"D","03/10/2016","03",10764.71
"D","03/10/2016","04",10791.29
"D","03/10/2016","05",11069.79
"D","03/10/2016","06",11980.21
"D","03/10/2016","07",12629.98
"D","03/10/2016","08",13536.15
"D","03/10/2016","09",13897.34
"D","03/10/2016","10",14079.88
"D","03/10/2016","11",14220.8
"D","03/10/2016","12",14300.9
"D","03/10/2016","13",14321.02
"D","03/10/2016","14",14361.49
"D","03/10/2016","15",14241.22
"D","03/10/2016","16",14275.7
"D","03/10/2016","17",14536.9
"D","03/10/2016","18",15111.6
"D","03/10/2016","19",15531.93
"D","03/10/2016","20",15132.62
"D","03/10/2016","21",14461.19
"D","03/10/2016","22",13434.33
"D","03/10/2016","23",12150.36
"D","03/10/2016","24",11126.85
"D","03/11/2016","01",11417.78
"D","03/11/2016","02",11100.16
"D","03/11/2016","03",10853.96
"D","03/11/2016","04",10827.92
"D","03/11/2016","05",11109.85
"D","03/11/2016","06",11561.19
"D","03/11/2016","07",12717.43
"D","03/11/2016","08",13509.13
"D","03/11/2016","09",13687.55
"D","03/11/2016","10",13758.55
"D","03/11/2016","11",13767.54
"D","03/11/2016","12",13575.17
"D","03/11/2016","13",13248.21
"D","03/11/2016","14",13083.24
"D","03/11/2016","15",12972.59
"D","03/11/2016","16",12993.93
"D","03/11/2016","17",13322.9
"D","03/11/2016","18",13865.13
"D","03/11/2016","19",14656.43
"D","03/11/2016","20",14422.23
"D","03/11/2016","21",13924.33
"D","03/11/2016","22",13203.34
"D","03/11/2016","23",12242.38
"D","03/11/2016","24",11416.28
"T","360 lines"
