"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20170323_20170406.csv"
"C","Report for: 03/23/2017 - 04/06/2017"
"C","Report generated: 06/30/2019 12:55:35 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","03/23/2017","01",13028.73
"D","03/23/2017","02",12730.23
"D","03/23/2017","03",12608.17
"D","03/23/2017","04",12640.86
"D","03/23/2017","05",13006.18
"D","03/23/2017","06",14089.96
"D","03/23/2017","07",15972.26
"D","03/23/2017","08",16831.01
"D","03/23/2017","09",16414.06
"D","03/23/2017","10",15778.46
"D","03/23/2017","11",15302.57
"D","03/23/2017","12",14881.28
"D","03/23/2017","13",14482.66
"D","03/23/2017","14",14329.45
"D","03/23/2017","15",14446.75
"D","03/23/2017","16",14395.64
"D","03/23/2017","17",14682.93
"D","03/23/2017","18",14888.7
"D","03/23/2017","19",15502.05
"D","03/23/2017","20",16270.98
"D","03/23/2017","21",16196.41
"D","03/23/2017","22",15364.02
"D","03/23/2017","23",14103.55
"D","03/23/2017","24",12972.42
"D","03/24/2017","01",12554.8
"D","03/24/2017","02",12406.77
"D","03/24/2017","03",12227.5
"D","03/24/2017","04",12496.83
"D","03/24/2017","05",12574.92
"D","03/24/2017","06",12990.75
"D","03/24/2017","07",14760.99
"D","03/24/2017","08",15695.46
"D","03/24/2017","09",15817.71
"D","03/24/2017","10",15815.67
"D","03/24/2017","11",15879.79
"D","03/24/2017","12",15879.73
"D","03/24/2017","13",15750.99
"D","03/24/2017","14",15730.1
"D","03/24/2017","15",15584.6
"D","03/24/2017","16",15374.25
"D","03/24/2017","17",15308.17
"D","03/24/2017","18",15360.05
"D","03/24/2017","19",15297.16
"D","03/24/2017","20",15489.57
"D","03/24/2017","21",15077.78
"D","03/24/2017","22",14307.13
"D","03/24/2017","23",13262.85
"D","03/24/2017","24",12188.23
"D","03/25/2017","01",11518.25
"D","03/25/2017","02",11464.17
"D","03/25/2017","03",11240.87
"D","03/25/2017","04",11147.94
"D","03/25/2017","05",11476.58
"D","03/25/2017","06",11876.4
"D","03/25/2017","07",12150.66
"D","03/25/2017","08",12760.77
"D","03/25/2017","09",13385.62
"D","03/25/2017","10",13899.1
"D","03/25/2017","11",14059.7
"D","03/25/2017","12",14088.9
"D","03/25/2017","13",13969.48
"D","03/25/2017","14",13860.51
"D","03/25/2017","15",13751.87
"D","03/25/2017","16",13691.63
"D","03/25/2017","17",13856.98
"D","03/25/2017","18",14248.65
"D","03/25/2017","19",14297.41
"D","03/25/2017","20",14504.57
"D","03/25/2017","21",14334.15
"D","03/25/2017","22",13785.64
"D","03/25/2017","23",12990.39
"D","03/25/2017","24",12138.85
"D","03/26/2017","01",11739.76
"D","03/26/2017","02",11595.43
"D","03/26/2017","03",11670.15
"D","03/26/2017","04",11780.48
"D","03/26/2017","05",11966.43
"D","03/26/2017","06",12062.4
"D","03/26/2017","07",12271.57
"D","03/26/2017","08",12742.44
"D","03/26/2017","09",13159.58
"D","03/26/2017","10",12958.2
"D","03/26/2017","11",13139.76
"D","03/26/2017","12",13283.34
"D","03/26/2017","13",13454.18
"D","03/26/2017","14",13497.94
"D","03/26/2017","15",13485.99
"D","03/26/2017","16",13548.27
"D","03/26/2017","17",13905.31
"D","03/26/2017","18",14485.38
"D","03/26/2017","19",14892.8
"D","03/26/2017","20",15249.26
"D","03/26/2017","21",14871.51
"D","03/26/2017","22",13971.79
"D","03/26/2017","23",12830.34
"D","03/26/2017","24",12045.79
"D","03/27/2017","01",11618.71
"D","03/27/2017","02",11606.37
"D","03/27/2017","03",11737.48
"D","03/27/2017","04",11747.93
"D","03/27/2017","05",11763.13
"D","03/27/2017","06",12510.06
"D","03/27/2017","07",13960.02
"D","03/27/2017","08",15132.26
"D","03/27/2017","09",15492.01
"D","03/27/2017","10",15684.53
"D","03/27/2017","11",15849.99
"D","03/27/2017","12",15832.51
"D","03/27/2017","13",15664.82
"D","03/27/2017","14",15496.1
"D","03/27/2017","15",15183.11
"D","03/27/2017","16",15000.9
"D","03/27/2017","17",15130.03
"D","03/27/2017","18",15464.63
"D","03/27/2017","19",15630.62
"D","03/27/2017","20",15860.7
"D","03/27/2017","21",15416.31
"D","03/27/2017","22",14409.9
"D","03/27/2017","23",13262.44
"D","03/27/2017","24",12227.18
"D","03/28/2017","01",11700.62
