"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20160112_20160126.csv"
"C","Report for: 01/12/2016 - 01/26/2016"
"C","Report generated: 07/03/2019 14:37:01 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","01/12/2016","01",13325.62
"D","01/12/2016","02",13438.84
"D","01/12/2016","03",13273.79
"D","01/12/2016","04",13291.43
"D","01/12/2016","05",13646.59
"D","01/12/2016","06",13967.91
"D","01/12/2016","07",15764.05
"D","01/12/2016","08",16843.18
"D","01/12/2016","09",16713.29
"D","01/12/2016","10",16357.99
"D","01/12/2016","11",16131.48
"D","01/12/2016","12",15957.27
"D","01/12/2016","13",15856.47
"D","01/12/2016","14",15981.19
"D","01/12/2016","15",16028.06
"D","01/12/2016","16",16207.94
"D","01/12/2016","17",17064.93
"D","01/12/2016","18",18099.66
"D","01/12/2016","19",18045.77
"D","01/12/2016","20",17529.04
"D","01/12/2016","21",16798.73
"D","01/12/2016","22",15649.03
"D","01/12/2016","23",14327.42
"D","01/12/2016","24",13383.96
"D","01/13/2016","01",12869.41
"D","01/13/2016","02",12804.65
"D","01/13/2016","03",12738.13
"D","01/13/2016","04",12848.44
"D","01/13/2016","05",13229.77
"D","01/13/2016","06",13985.3
"D","01/13/2016","07",15602.08
"D","01/13/2016","08",16683.4
"D","01/13/2016","09",16762.8
"D","01/13/2016","10",16703.72
"D","01/13/2016","11",16685.56
"D","01/13/2016","12",16553.7
"D","01/13/2016","13",16337.6
"D","01/13/2016","14",16268.21
"D","01/13/2016","15",16249.34
"D","01/13/2016","16",16503.98
"D","01/13/2016","17",17459.73
"D","01/13/2016","18",18806.34
"D","01/13/2016","19",18826.98
"D","01/13/2016","20",18431.6
"D","01/13/2016","21",17792.94
"D","01/13/2016","22",16709.63
"D","01/13/2016","23",15304.7
"D","01/13/2016","24",14053.59
"D","01/14/2016","01",13511.08
"D","01/14/2016","02",13151.64
"D","01/14/2016","03",12990.38
"D","01/14/2016","04",13016.51
"D","01/14/2016","05",13576.01
"D","01/14/2016","06",14283.41
"D","01/14/2016","07",16082.76
"D","01/14/2016","08",17249.33
"D","01/14/2016","09",17357.03
"D","01/14/2016","10",17236.67
"D","01/14/2016","11",16842.14
"D","01/14/2016","12",16417.18
"D","01/14/2016","13",16095.99
"D","01/14/2016","14",16030.37
"D","01/14/2016","15",16019.58
"D","01/14/2016","16",16300.2
"D","01/14/2016","17",17133.58
"D","01/14/2016","18",18369.24
"D","01/14/2016","19",18357.0
"D","01/14/2016","20",17938.3
"D","01/14/2016","21",17313.55
"D","01/14/2016","22",16267.49
"D","01/14/2016","23",14909.06
"D","01/14/2016","24",13683.36
