"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20160610_20160624.csv"
"C","Report for: 06/10/2016 - 06/24/2016"
"C","Report generated: 06/30/2019 12:51:11 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","06/10/2016","01",10249.57
"D","06/10/2016","02",9990.95
"D","06/10/2016","03",10243.84
"D","06/10/2016","04",10070.42
"D","06/10/2016","05",10290.28
"D","06/10/2016","06",10805.6
"D","06/10/2016","07",11831.45
"D","06/10/2016","08",12857.99
"D","06/10/2016","09",13275.86
"D","06/10/2016","10",13461.13
"D","06/10/2016","11",13639.57
"D","06/10/2016","12",13770.49
"D","06/10/2016","13",13853.19
"D","06/10/2016","14",14015.08
"D","06/10/2016","15",14062.16
"D","06/10/2016","16",14115.15
"D","06/10/2016","17",14310.26
"D","06/10/2016","18",14428.01
"D","06/10/2016","19",14304.72
"D","06/10/2016","20",14091.74
"D","06/10/2016","21",14031.76
"D","06/10/2016","22",13718.83
"D","06/10/2016","23",12600.65
"D","06/10/2016","24",11395.74
"D","06/11/2016","01",10453.01
"D","06/11/2016","02",9865.28
"D","06/11/2016","03",9529.1
"D","06/11/2016","04",9652.57
"D","06/11/2016","05",9658.41
"D","06/11/2016","06",9749.9
"D","06/11/2016","07",10055.73
"D","06/11/2016","08",10873.51
"D","06/11/2016","09",11795.22
"D","06/11/2016","10",12472.08
"D","06/11/2016","11",12836.98
"D","06/11/2016","12",13030.93
"D","06/11/2016","13",13264.84
"D","06/11/2016","14",13217.05
"D","06/11/2016","15",12979.12
"D","06/11/2016","16",12867.79
"D","06/11/2016","17",12977.23
"D","06/11/2016","18",13216.86
"D","06/11/2016","19",13276.65
"D","06/11/2016","20",13206.76
"D","06/11/2016","21",13289.65
"D","06/11/2016","22",13098.29
"D","06/11/2016","23",12238.2
"D","06/11/2016","24",11241.66
"D","06/12/2016","01",10510.32
"D","06/12/2016","02",10233.78
"D","06/12/2016","03",10209.36
"D","06/12/2016","04",10420.78
"D","06/12/2016","05",10416.0
"D","06/12/2016","06",10342.77
"D","06/12/2016","07",10494.13
"D","06/12/2016","08",11210.39
"D","06/12/2016","09",12079.57
"D","06/12/2016","10",12519.35
"D","06/12/2016","11",12963.56
"D","06/12/2016","12",13273.93
"D","06/12/2016","13",13389.57
"D","06/12/2016","14",13260.39
"D","06/12/2016","15",13410.09
"D","06/12/2016","16",13465.07
"D","06/12/2016","17",13286.72
"D","06/12/2016","18",13423.33
"D","06/12/2016","19",13401.46
"D","06/12/2016","20",13300.66
"D","06/12/2016","21",13353.44
"D","06/12/2016","22",12896.11
"D","06/12/2016","23",11774.55
"D","06/12/2016","24",10746.14
"D","06/13/2016","01",10245.3
"D","06/13/2016","02",10137.36
"D","06/13/2016","03",10250.88
"D","06/13/2016","04",10367.39
"D","06/13/2016","05",10603.82
"D","06/13/2016","06",11071.89
"D","06/13/2016","07",11887.56
"D","06/13/2016","08",13004.57
"D","06/13/2016","09",13541.08
"D","06/13/2016","10",13867.38
"D","06/13/2016","11",14227.94
"D","06/13/2016","12",14398.68
"D","06/13/2016","13",14461.84
"D","06/13/2016","14",14523.88
"D","06/13/2016","15",14455.97
"D","06/13/2016","16",14566.26
"D","06/13/2016","17",14739.53
"D","06/13/2016","18",14867.25
"D","06/13/2016","19",14768.48
"D","06/13/2016","20",14654.86
"D","06/13/2016","21",14645.52
"D","06/13/2016","22",14087.49
"D","06/13/2016","23",12712.58
"D","06/13/2016","24",11535.68
"D","06/14/2016","01",10705.53
"D","06/14/2016","02",10575.47
"D","06/14/2016","03",10601.11
"D","06/14/2016","04",10650.02
"D","06/14/2016","05",10846.19
"D","06/14/2016","06",11120.75
