"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20140222_20140308.csv"
"C","Report for: 02/22/2014 - 03/08/2014"
"C","Report generated: 06/30/2019 12:34:27 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","02/22/2014","01",12791.51
"D","02/22/2014","02",12536.28
"D","02/22/2014","03",12409.52
"D","02/22/2014","04",12707.82
"D","02/22/2014","05",12625.59
"D","02/22/2014","06",12866.05
"D","02/22/2014","07",13167.8
"D","02/22/2014","08",13716.5
"D","02/22/2014","09",14138.1
"D","02/22/2014","10",14472.27
"D","02/22/2014","11",14514.18
"D","02/22/2014","12",14359.35
"D","02/22/2014","13",14231.26
"D","02/22/2014","14",14103.19
"D","02/22/2014","15",13752.1
"D","02/22/2014","16",13726.32
"D","02/22/2014","17",13846.22
"D","02/22/2014","18",14870.82
"D","02/22/2014","19",15749.8
"D","02/22/2014","20",15439.57
"D","02/22/2014","21",15005.28
"D","02/22/2014","22",14345.1
"D","02/22/2014","23",13454.58
"D","02/22/2014","24",12666.74
"D","02/23/2014","01",12432.08
"D","02/23/2014","02",12333.12
"D","02/23/2014","03",12177.94
"D","02/23/2014","04",12296.98
"D","02/23/2014","05",12434.83
"D","02/23/2014","06",12589.42
"D","02/23/2014","07",12493.5
"D","02/23/2014","08",12610.9
"D","02/23/2014","09",13235.96
"D","02/23/2014","10",13706.93
"D","02/23/2014","11",13876.51
"D","02/23/2014","12",13990.99
"D","02/23/2014","13",14004.28
"D","02/23/2014","14",13848.11
"D","02/23/2014","15",13672.29
"D","02/23/2014","16",13686.02
"D","02/23/2014","17",14153.64
"D","02/23/2014","18",15381.17
"D","02/23/2014","19",16286.28
"D","02/23/2014","20",15957.94
"D","02/23/2014","21",15342.85
"D","02/23/2014","22",14354.44
"D","02/23/2014","23",13236.34
"D","02/23/2014","24",12861.32
"D","02/24/2014","01",12060.95
"D","02/24/2014","02",11648.62
"D","02/24/2014","03",11743.12
"D","02/24/2014","04",11835.19
"D","02/24/2014","05",12211.14
"D","02/24/2014","06",12807.07
"D","02/24/2014","07",14581.15
"D","02/24/2014","08",15586.83
"D","02/24/2014","09",15736.8
"D","02/24/2014","10",15765.36
"D","02/24/2014","11",15857.32
"D","02/24/2014","12",15901.51
"D","02/24/2014","13",15838.88
"D","02/24/2014","14",15800.92
"D","02/24/2014","15",15737.05
"D","02/24/2014","16",15799.45
"D","02/24/2014","17",16318.98
"D","02/24/2014","18",17571.35
"D","02/24/2014","19",18469.7
"D","02/24/2014","20",18203.91
"D","02/24/2014","21",17620.69
"D","02/24/2014","22",16561.15
"D","02/24/2014","23",15209.05
"D","02/24/2014","24",14147.35
"D","02/25/2014","01",13786.44
"D","02/25/2014","02",13646.22
"D","02/25/2014","03",13648.01
"D","02/25/2014","04",13766.05
"D","02/25/2014","05",14064.95
"D","02/25/2014","06",14721.81
"D","02/25/2014","07",16058.63
"D","02/25/2014","08",16942.15
"D","02/25/2014","09",17170.82
"D","02/25/2014","10",17259.07
"D","02/25/2014","11",17179.24
"D","02/25/2014","12",16935.02
"D","02/25/2014","13",16713.9
"D","02/25/2014","14",16685.02
"D","02/25/2014","15",16609.0
"D","02/25/2014","16",16794.97
"D","02/25/2014","17",17157.68
"D","02/25/2014","18",18047.38
"D","02/25/2014","19",18932.35
"D","02/25/2014","20",18638.5
"D","02/25/2014","21",18050.21
"D","02/25/2014","22",16977.38
"D","02/25/2014","23",15599.32
"D","02/25/2014","24",14617.58
"D","02/26/2014","01",14040.85
"D","02/26/2014","02",13661.87
"D","02/26/2014","03",13688.17
"D","02/26/2014","04",13754.66
"D","02/26/2014","05",14119.4
"D","02/26/2014","06",14745.17
"D","02/26/2014","07",16531.24
"D","02/26/2014","08",17586.75
"D","02/26/2014","09",17846.16
