"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20130111_20130125.csv"
"C","Report for: 01/11/2013 - 01/25/2013"
"C","Report generated: 06/30/2019 12:10:39 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","01/11/2013","01",12285.03
"D","01/11/2013","02",11888.98
"D","01/11/2013","03",11952.49
"D","01/11/2013","04",11978.73
"D","01/11/2013","05",12364.88
"D","01/11/2013","06",13457.12
"D","01/11/2013","07",15224.3
"D","01/11/2013","08",16404.94
"D","01/11/2013","09",16587.46
"D","01/11/2013","10",16602.19
"D","01/11/2013","11",16632.63
"D","01/11/2013","12",16594.74
"D","01/11/2013","13",16468.19
"D","01/11/2013","14",16450.88
"D","01/11/2013","15",16339.27
"D","01/11/2013","16",16386.51
"D","01/11/2013","17",17167.07
"D","01/11/2013","18",17934.25
"D","01/11/2013","19",17640.82
"D","01/11/2013","20",17060.8
"D","01/11/2013","21",16390.53
"D","01/11/2013","22",15486.3
"D","01/11/2013","23",14307.54
"D","01/11/2013","24",13036.11
"D","01/12/2013","01",12537.38
"D","01/12/2013","02",12014.93
"D","01/12/2013","03",11691.99
"D","01/12/2013","04",11535.46
"D","01/12/2013","05",11431.58
"D","01/12/2013","06",11716.48
"D","01/12/2013","07",12217.81
"D","01/12/2013","08",13060.14
"D","01/12/2013","09",14044.54
"D","01/12/2013","10",14791.9
"D","01/12/2013","11",15192.82
"D","01/12/2013","12",15253.54
"D","01/12/2013","13",15108.8
"D","01/12/2013","14",14859.34
"D","01/12/2013","15",14695.68
"D","01/12/2013","16",14732.11
"D","01/12/2013","17",15550.23
"D","01/12/2013","18",16471.62
"D","01/12/2013","19",16319.85
"D","01/12/2013","20",15766.26
"D","01/12/2013","21",15145.08
"D","01/12/2013","22",14482.7
"D","01/12/2013","23",13460.54
"D","01/12/2013","24",12756.2
"D","01/13/2013","01",12250.08
"D","01/13/2013","02",11961.78
"D","01/13/2013","03",11658.94
"D","01/13/2013","04",11511.36
"D","01/13/2013","05",11519.43
"D","01/13/2013","06",11776.61
"D","01/13/2013","07",12021.04
"D","01/13/2013","08",12488.26
"D","01/13/2013","09",12914.92
"D","01/13/2013","10",13761.48
"D","01/13/2013","11",14256.22
"D","01/13/2013","12",14523.68
"D","01/13/2013","13",14610.12
"D","01/13/2013","14",14551.82
"D","01/13/2013","15",14482.84
"D","01/13/2013","16",14635.02
"D","01/13/2013","17",15520.5
"D","01/13/2013","18",16411.16
"D","01/13/2013","19",16284.18
"D","01/13/2013","20",15623.02
"D","01/13/2013","21",15123.1
"D","01/13/2013","22",14081.5
"D","01/13/2013","23",12842.17
"D","01/13/2013","24",12163.76
"D","01/14/2013","01",11955.46
"D","01/14/2013","02",11552.36
"D","01/14/2013","03",11348.5
"D","01/14/2013","04",11323.99
"D","01/14/2013","05",11669.53
"D","01/14/2013","06",12613.35
"D","01/14/2013","07",13782.43
"D","01/14/2013","08",15056.84
"D","01/14/2013","09",15357.95
"D","01/14/2013","10",15470.78
"D","01/14/2013","11",15585.59
"D","01/14/2013","12",15528.37
"D","01/14/2013","13",15335.59
"D","01/14/2013","14",15152.24
"D","01/14/2013","15",14990.5
"D","01/14/2013","16",15019.95
"D","01/14/2013","17",15900.31
