"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20141006_20141020.csv"
"C","Report for: 10/06/2014 - 10/20/2014"
"C","Report generated: 06/30/2019 12:40:03 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","10/06/2014","01",10585.25
"D","10/06/2014","02",10687.48
"D","10/06/2014","03",10603.63
"D","10/06/2014","04",10607.19
"D","10/06/2014","05",10609.92
"D","10/06/2014","06",11158.62
"D","10/06/2014","07",12802.05
"D","10/06/2014","08",14015.09
"D","10/06/2014","09",14247.04
"D","10/06/2014","10",14300.92
"D","10/06/2014","11",14419.75
"D","10/06/2014","12",14425.84
"D","10/06/2014","13",14385.35
"D","10/06/2014","14",14410.73
"D","10/06/2014","15",14354.04
"D","10/06/2014","16",14351.56
"D","10/06/2014","17",14508.07
"D","10/06/2014","18",14882.43
"D","10/06/2014","19",15593.02
"D","10/06/2014","20",15865.21
"D","10/06/2014","21",15164.48
"D","10/06/2014","22",14017.51
"D","10/06/2014","23",12585.31
"D","10/06/2014","24",11803.04
"D","10/07/2014","01",11451.35
"D","10/07/2014","02",11305.23
"D","10/07/2014","03",11124.41
"D","10/07/2014","04",11077.95
"D","10/07/2014","05",11333.04
"D","10/07/2014","06",11949.96
"D","10/07/2014","07",13285.82
"D","10/07/2014","08",14209.77
"D","10/07/2014","09",14535.64
"D","10/07/2014","10",14799.29
"D","10/07/2014","11",15086.73
"D","10/07/2014","12",15195.49
"D","10/07/2014","13",15181.94
"D","10/07/2014","14",15166.25
"D","10/07/2014","15",15019.47
"D","10/07/2014","16",14918.41
"D","10/07/2014","17",15001.51
"D","10/07/2014","18",15281.74
"D","10/07/2014","19",15924.01
"D","10/07/2014","20",16067.02
"D","10/07/2014","21",15408.46
"D","10/07/2014","22",14301.98
"D","10/07/2014","23",12856.38
"D","10/07/2014","24",11814.98
"D","10/08/2014","01",11301.8
"D","10/08/2014","02",11373.02
"D","10/08/2014","03",11188.13
"D","10/08/2014","04",11292.46
"D","10/08/2014","05",11419.38
"D","10/08/2014","06",12342.93
"D","10/08/2014","07",13313.62
"D","10/08/2014","08",14315.66
"D","10/08/2014","09",14663.85
"D","10/08/2014","10",14910.72
"D","10/08/2014","11",15101.71
"D","10/08/2014","12",15146.6
"D","10/08/2014","13",15089.2
"D","10/08/2014","14",15077.34
"D","10/08/2014","15",15041.24
"D","10/08/2014","16",15168.78
"D","10/08/2014","17",15055.44
"D","10/08/2014","18",15173.54
"D","10/08/2014","19",15674.99
"D","10/08/2014","20",15831.22
"D","10/08/2014","21",15178.09
"D","10/08/2014","22",14108.56
"D","10/08/2014","23",12636.78
"D","10/08/2014","24",11343.33
"D","10/09/2014","01",11165.21
"D","10/09/2014","02",10853.73
"D","10/09/2014","03",10727.58
"D","10/09/2014","04",10649.23
"D","10/09/2014","05",10892.42
"D","10/09/2014","06",11828.51
"D","10/09/2014","07",12794.6
"D","10/09/2014","08",13737.1
"D","10/09/2014","09",13991.96
"D","10/09/2014","10",14076.83
"D","10/09/2014","11",14168.77
"D","10/09/2014","12",14190.87
"D","10/09/2014","13",14170.1
"D","10/09/2014","14",14239.04
"D","10/09/2014","15",14186.19
"D","10/09/2014","16",14164.28
"D","10/09/2014","17",14333.9
"D","10/09/2014","18",14657.77
"D","10/09/2014","19",15317.03
"D","10/09/2014","20",15509.75
"D","10/09/2014","21",14906.38
"D","10/09/2014","22",13849.21
"D","10/09/2014","23",12487.35
"D","10/09/2014","24",11230.77
"D","10/10/2014","01",10800.57
"D","10/10/2014","02",10695.54
"D","10/10/2014","03",10708.37
"D","10/10/2014","04",10658.9
"D","10/10/2014","05",10902.5
"D","10/10/2014","06",11216.0
"D","10/10/2014","07",12762.3
"D","10/10/2014","08",13741.52
"D","10/10/2014","09",14023.38
"D","10/10/2014","10",14080.22
"D","10/10/2014","11",14163.37
"D","10/10/2014","12",14161.64
"D","10/10/2014","13",14074.74
"D","10/10/2014","14",14068.9
"D","10/10/2014","15",13980.21
"D","10/10/2014","16",13877.21
"D","10/10/2014","17",13918.09
"D","10/10/2014","18",14154.98
"D","10/10/2014","19",14841.5
"D","10/10/2014","20",14857.91
"D","10/10/2014","21",14302.71
"D","10/10/2014","22",13501.79
"D","10/10/2014","23",12405.47
"D","10/10/2014","24",11272.18
"D","10/11/2014","01",10653.59
"D","10/11/2014","02",10183.77
"D","10/11/2014","03",9889.31
"D","10/11/2014","04",9767.34
"D","10/11/2014","05",9661.88
"D","10/11/2014","06",9909.19
"D","10/11/2014","07",10632.4
"D","10/11/2014","08",11503.96
"D","10/11/2014","09",12561.84
"D","10/11/2014","10",13416.7
"D","10/11/2014","11",13913.33
"D","10/11/2014","12",13999.08
"D","10/11/2014","13",13881.45
"D","10/11/2014","14",13514.8
"D","10/11/2014","15",13429.55
"D","10/11/2014","16",13248.07
"D","10/11/2014","17",13072.06
"D","10/11/2014","18",13302.66
"D","10/11/2014","19",14108.53
"D","10/11/2014","20",14210.76
"D","10/11/2014","21",13763.01
"D","10/11/2014","22",13114.02
"D","10/11/2014","23",12233.03
"D","10/11/2014","24",11212.57
"D","10/12/2014","01",10450.11
"D","10/12/2014","02",10130.04
"D","10/12/2014","03",9982.5
"D","10/12/2014","04",9864.04
"D","10/12/2014","05",9892.36
"D","10/12/2014","06",10139.31
"D","10/12/2014","07",10428.67
"D","10/12/2014","08",11018.04
"D","10/12/2014","09",11833.13
"D","10/12/2014","10",12264.2
"D","10/12/2014","11",12356.67
"D","10/12/2014","12",12296.89
"D","10/12/2014","13",12194.27
"D","10/12/2014","14",12060.37
"D","10/12/2014","15",11975.6
"D","10/12/2014","16",12028.5
"D","10/12/2014","17",12381.42
"D","10/12/2014","18",13034.44
"D","10/12/2014","19",13955.92
"D","10/12/2014","20",14129.25
"D","10/12/2014","21",13625.78
"D","10/12/2014","22",12787.53
"D","10/12/2014","23",11851.89
"D","10/12/2014","24",10845.19
"D","10/13/2014","01",10526.29
"D","10/13/2014","02",10283.4
"D","10/13/2014","03",10104.07
"D","10/13/2014","04",10078.61
"D","10/13/2014","05",10330.6
"D","10/13/2014","06",10956.6
"D","10/13/2014","07",11901.93
"D","10/13/2014","08",12876.61
"D","10/13/2014","09",13668.88
"D","10/13/2014","10",14127.15
"D","10/13/2014","11",14482.19
"D","10/13/2014","12",14562.05
"D","10/13/2014","13",14451.91
"D","10/13/2014","14",14347.48
"D","10/13/2014","15",14262.89
"D","10/13/2014","16",14237.12
"D","10/13/2014","17",14474.12
"D","10/13/2014","18",15089.41
"D","10/13/2014","19",15833.5
"D","10/13/2014","20",15704.63
"D","10/13/2014","21",14950.95
"D","10/13/2014","22",13822.45
"D","10/13/2014","23",12440.62
"D","10/13/2014","24",11315.47
"D","10/14/2014","01",11178.06
"D","10/14/2014","02",11029.33
"D","10/14/2014","03",10795.26
"D","10/14/2014","04",10724.39
"D","10/14/2014","05",10996.75
"D","10/14/2014","06",11970.48
"D","10/14/2014","07",13041.05
"D","10/14/2014","08",14143.73
"D","10/14/2014","09",14567.56
"D","10/14/2014","10",14823.78
"D","10/14/2014","11",15088.33
"D","10/14/2014","12",15255.69
"D","10/14/2014","13",15307.53
"D","10/14/2014","14",15374.8
"D","10/14/2014","15",15324.1
"D","10/14/2014","16",15186.32
"D","10/14/2014","17",15261.87
"D","10/14/2014","18",15514.46
"D","10/14/2014","19",16262.69
"D","10/14/2014","20",16276.39
"D","10/14/2014","21",15526.4
"D","10/14/2014","22",14388.93
"D","10/14/2014","23",13044.26
"D","10/14/2014","24",12195.18
"D","10/15/2014","01",11863.14
"D","10/15/2014","02",11462.21
"D","10/15/2014","03",11185.41
"D","10/15/2014","04",11116.25
"D","10/15/2014","05",11342.59
"D","10/15/2014","06",12300.46
"D","10/15/2014","07",13503.08
"D","10/15/2014","08",14389.28
"D","10/15/2014","09",14853.5
"D","10/15/2014","10",15280.15
"D","10/15/2014","11",15727.41
"D","10/15/2014","12",15942.18
"D","10/15/2014","13",16037.75
"D","10/15/2014","14",16178.45
"D","10/15/2014","15",16179.12
"D","10/15/2014","16",16086.01
"D","10/15/2014","17",16129.26
"D","10/15/2014","18",16347.98
"D","10/15/2014","19",17066.4
"D","10/15/2014","20",17000.56
"D","10/15/2014","21",16270.38
"D","10/15/2014","22",15185.44
"D","10/15/2014","23",13771.66
"D","10/15/2014","24",12696.01
"D","10/16/2014","01",12385.18
"D","10/16/2014","02",12075.24
"D","10/16/2014","03",11801.38
"D","10/16/2014","04",11745.02
"D","10/16/2014","05",11987.99
"D","10/16/2014","06",12908.89
"D","10/16/2014","07",13960.33
"D","10/16/2014","08",15199.6
"D","10/16/2014","09",15714.42
"D","10/16/2014","10",16068.59
"D","10/16/2014","11",16391.19
"D","10/16/2014","12",16527.1
"D","10/16/2014","13",16512.02
"D","10/16/2014","14",16508.46
"D","10/16/2014","15",16319.91
"D","10/16/2014","16",16167.25
"D","10/16/2014","17",16188.74
"D","10/16/2014","18",16412.29
"D","10/16/2014","19",16717.39
"D","10/16/2014","20",16474.68
"D","10/16/2014","21",15761.76
"D","10/16/2014","22",14659.09
"D","10/16/2014","23",13340.58
"D","10/16/2014","24",12520.48
"D","10/17/2014","01",11919.7
"D","10/17/2014","02",11569.25
"D","10/17/2014","03",11259.58
"D","10/17/2014","04",11134.98
"D","10/17/2014","05",11225.95
"D","10/17/2014","06",11842.22
"D","10/17/2014","07",13039.45
"D","10/17/2014","08",14102.64
"D","10/17/2014","09",14491.56
"D","10/17/2014","10",14697.23
"D","10/17/2014","11",14863.92
"D","10/17/2014","12",14984.78
"D","10/17/2014","13",14933.66
"D","10/17/2014","14",14953.98
"D","10/17/2014","15",14853.24
"D","10/17/2014","16",14719.32
"D","10/17/2014","17",14716.24
"D","10/17/2014","18",14787.07
"D","10/17/2014","19",15331.52
"D","10/17/2014","20",15185.83
"D","10/17/2014","21",14553.36
"D","10/17/2014","22",13719.93
"D","10/17/2014","23",12639.37
"D","10/17/2014","24",11498.38
"D","10/18/2014","01",11041.95
"D","10/18/2014","02",10804.66
"D","10/18/2014","03",10538.16
"D","10/18/2014","04",10363.81
"D","10/18/2014","05",10373.34
"D","10/18/2014","06",10517.81
"D","10/18/2014","07",10979.54
"D","10/18/2014","08",11739.79
"D","10/18/2014","09",12402.38
"D","10/18/2014","10",13052.21
"D","10/18/2014","11",13404.38
"D","10/18/2014","12",13482.52
"D","10/18/2014","13",13469.68
"D","10/18/2014","14",13344.73
"D","10/18/2014","15",13135.42
"D","10/18/2014","16",13068.59
"D","10/18/2014","17",13246.52
"D","10/18/2014","18",13676.14
"D","10/18/2014","19",14289.7
"D","10/18/2014","20",14084.31
"D","10/18/2014","21",13561.23
"D","10/18/2014","22",12874.58
"D","10/18/2014","23",12044.25
"D","10/18/2014","24",11272.9
"D","10/19/2014","01",10819.71
"D","10/19/2014","02",10571.63
"D","10/19/2014","03",10385.29
"D","10/19/2014","04",10235.11
"D","10/19/2014","05",10231.4
"D","10/19/2014","06",10433.17
"D","10/19/2014","07",10913.72
"D","10/19/2014","08",11554.43
"D","10/19/2014","09",12041.29
