"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20150617_20150701.csv"
"C","Report for: 06/17/2015 - 07/01/2015"
"C","Report generated: 06/30/2019 12:44:55 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","06/17/2015","01",12386.83
"D","06/17/2015","02",12271.69
"D","06/17/2015","03",11883.96
"D","06/17/2015","04",11892.74
"D","06/17/2015","05",11940.8
"D","06/17/2015","06",12138.97
"D","06/17/2015","07",13059.42
"D","06/17/2015","08",14319.09
"D","06/17/2015","09",14907.45
"D","06/17/2015","10",15234.53
"D","06/17/2015","11",15499.19
"D","06/17/2015","12",15678.28
"D","06/17/2015","13",15712.84
"D","06/17/2015","14",15899.69
"D","06/17/2015","15",15978.77
"D","06/17/2015","16",16149.58
"D","06/17/2015","17",16238.65
"D","06/17/2015","18",16138.04
"D","06/17/2015","19",15785.94
"D","06/17/2015","20",15481.84
"D","06/17/2015","21",15486.08
"D","06/17/2015","22",14986.16
"D","06/17/2015","23",13541.56
"D","06/17/2015","24",12079.09
"D","06/18/2015","01",11205.84
"D","06/18/2015","02",11200.64
"D","06/18/2015","03",10908.56
"D","06/18/2015","04",10787.06
"D","06/18/2015","05",10967.74
"D","06/18/2015","06",11575.83
"D","06/18/2015","07",12413.92
"D","06/18/2015","08",13645.31
"D","06/18/2015","09",14334.31
"D","06/18/2015","10",14779.23
"D","06/18/2015","11",15197.54
"D","06/18/2015","12",15502.87
"D","06/18/2015","13",15644.5
"D","06/18/2015","14",15887.26
"D","06/18/2015","15",16078.29
"D","06/18/2015","16",16253.83
"D","06/18/2015","17",16321.25
"D","06/18/2015","18",16259.79
"D","06/18/2015","19",15931.49
"D","06/18/2015","20",15642.93
"D","06/18/2015","21",15647.7
"D","06/18/2015","22",15217.96
"D","06/18/2015","23",13864.22
"D","06/18/2015","24",12463.61
"D","06/19/2015","01",11677.89
"D","06/19/2015","02",11364.04
"D","06/19/2015","03",11080.73
"D","06/19/2015","04",10964.94
"D","06/19/2015","05",11186.87
"D","06/19/2015","06",11906.63
"D","06/19/2015","07",13066.43
"D","06/19/2015","08",14349.87
"D","06/19/2015","09",15204.67
"D","06/19/2015","10",15905.66
"D","06/19/2015","11",16559.16
