"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20121111.csv"
"C","Report for: 11/11/2012 - 11/11/2012"
"C","Report generated: 07/03/2019 14:02:03 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","11/11/2012","01",11066.64
"D","11/11/2012","02",11221.08
"D","11/11/2012","03",10960.04
"D","11/11/2012","04",10821.09
"D","11/11/2012","05",10856.99
"D","11/11/2012","06",10891.88
"D","11/11/2012","07",10935.54
"D","11/11/2012","08",11509.59
"D","11/11/2012","09",12441.77
"D","11/11/2012","10",12986.95
"D","11/11/2012","11",13213.25
"D","11/11/2012","12",13284.75
"D","11/11/2012","13",13248.36
"D","11/11/2012","14",13075.1
"D","11/11/2012","15",12901.01
"D","11/11/2012","16",12960.47
"D","11/11/2012","17",13973.24
"D","11/11/2012","18",15294.69
"D","11/11/2012","19",15126.5
"D","11/11/2012","20",14624.45
"D","11/11/2012","21",14009.04
"D","11/11/2012","22",13111.24
"D","11/11/2012","23",12069.3
"D","11/11/2012","24",11067.87
"T","24 lines"
