"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20150816_20150830.csv"
"C","Report for: 08/16/2015 - 08/30/2015"
"C","Report generated: 06/30/2019 12:45:53 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","08/16/2015","01",14002.05
"D","08/16/2015","02",13763.28
"D","08/16/2015","03",13894.74
"D","08/16/2015","04",13650.13
"D","08/16/2015","05",13350.55
"D","08/16/2015","06",13458.29
"D","08/16/2015","07",13674.1
"D","08/16/2015","08",14026.69
"D","08/16/2015","09",14409.18
"D","08/16/2015","10",15644.79
"D","08/16/2015","11",16832.68
"D","08/16/2015","12",17859.03
"D","08/16/2015","13",18677.1
"D","08/16/2015","14",19286.26
"D","08/16/2015","15",19753.97
"D","08/16/2015","16",20168.37
"D","08/16/2015","17",20559.44
"D","08/16/2015","18",20842.91
"D","08/16/2015","19",20693.53
"D","08/16/2015","20",20237.48
"D","08/16/2015","21",20197.81
"D","08/16/2015","22",19182.79
"D","08/16/2015","23",17540.78
"D","08/16/2015","24",16095.8
"D","08/17/2015","01",15448.53
"D","08/17/2015","02",15450.07
"D","08/17/2015","03",15003.07
"D","08/17/2015","04",14736.3
"D","08/17/2015","05",14822.6
"D","08/17/2015","06",15293.01
"D","08/17/2015","07",15728.02
"D","08/17/2015","08",16739.46
"D","08/17/2015","09",18201.38
"D","08/17/2015","10",19526.74
"D","08/17/2015","11",20816.57
"D","08/17/2015","12",21849.05
"D","08/17/2015","13",22618.38
"D","08/17/2015","14",23301.48
"D","08/17/2015","15",23630.44
"D","08/17/2015","16",23817.73
"D","08/17/2015","17",23968.08
"D","08/17/2015","18",23971.41
"D","08/17/2015","19",23534.26
"D","08/17/2015","20",22907.56
"D","08/17/2015","21",22616.76
"D","08/17/2015","22",21240.61
"D","08/17/2015","23",19266.8
"D","08/17/2015","24",17588.32
"D","08/18/2015","01",16702.52
"D","08/18/2015","02",16365.86
"D","08/18/2015","03",15939.58
"D","08/18/2015","04",15556.18
"D","08/18/2015","05",15588.85
"D","08/18/2015","06",16123.96
"D","08/18/2015","07",16246.29
"D","08/18/2015","08",17422.2
"D","08/18/2015","09",18759.22
"D","08/18/2015","10",20008.64
"D","08/18/2015","11",21295.77
"D","08/18/2015","12",22380.37
"D","08/18/2015","13",23248.3
"D","08/18/2015","14",23919.62
"D","08/18/2015","15",24049.08
"D","08/18/2015","16",23810.78
"D","08/18/2015","17",23624.67
"D","08/18/2015","18",23290.25
"D","08/18/2015","19",22584.61
"D","08/18/2015","20",22036.74
"D","08/18/2015","21",21776.71
"D","08/18/2015","22",20505.39
"D","08/18/2015","23",18635.9
"D","08/18/2015","24",17085.15
"D","08/19/2015","01",16171.65
"D","08/19/2015","02",15656.48
"D","08/19/2015","03",15553.56
"D","08/19/2015","04",15563.97
"D","08/19/2015","05",15665.12
"D","08/19/2015","06",16049.36
"D","08/19/2015","07",16533.16
"D","08/19/2015","08",17545.24
"D","08/19/2015","09",18799.92
"D","08/19/2015","10",19822.69
"D","08/19/2015","11",20807.1
"D","08/19/2015","12",21648.4
"D","08/19/2015","13",22281.15
"D","08/19/2015","14",22865.21
"D","08/19/2015","15",23247.04
"D","08/19/2015","16",23432.81
"D","08/19/2015","17",23529.68
"D","08/19/2015","18",23388.35
"D","08/19/2015","19",22732.74
"D","08/19/2015","20",21982.84
"D","08/19/2015","21",21719.31
"D","08/19/2015","22",20472.57
"D","08/19/2015","23",18597.34
"D","08/19/2015","24",16795.58
"D","08/20/2015","01",16067.85
"D","08/20/2015","02",15718.67
"D","08/20/2015","03",15393.04
"D","08/20/2015","04",15561.52
"D","08/20/2015","05",15682.9
"D","08/20/2015","06",15994.38
