"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20171019_20171102.csv"
"C","Report for: 10/19/2017 - 11/02/2017"
"C","Report generated: 07/03/2019 14:47:59 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","10/19/2017","01",10213.74
"D","10/19/2017","02",9837.14
"D","10/19/2017","03",9869.42
"D","10/19/2017","04",9865.57
"D","10/19/2017","05",10149.17
"D","10/19/2017","06",10861.55
"D","10/19/2017","07",12449.66
"D","10/19/2017","08",13407.38
"D","10/19/2017","09",13382.86
"D","10/19/2017","10",13120.08
"D","10/19/2017","11",12997.73
"D","10/19/2017","12",12893.02
"D","10/19/2017","13",12812.33
"D","10/19/2017","14",12966.47
"D","10/19/2017","15",13071.97
"D","10/19/2017","16",13303.17
"D","10/19/2017","17",13755.02
"D","10/19/2017","18",14268.49
"D","10/19/2017","19",14938.37
"D","10/19/2017","20",14792.01
"D","10/19/2017","21",14147.62
"D","10/19/2017","22",13169.21
"D","10/19/2017","23",11883.93
"D","10/19/2017","24",11032.3
"D","10/20/2017","01",10451.34
"D","10/20/2017","02",10124.7
"D","10/20/2017","03",9901.7
"D","10/20/2017","04",9848.35
"D","10/20/2017","05",10076.19
"D","10/20/2017","06",10846.59
"D","10/20/2017","07",12153.51
"D","10/20/2017","08",13097.97
"D","10/20/2017","09",13143.22
"D","10/20/2017","10",12944.13
"D","10/20/2017","11",12784.34
"D","10/20/2017","12",12679.16
"D","10/20/2017","13",12579.25
"D","10/20/2017","14",12680.62
"D","10/20/2017","15",12809.59
"D","10/20/2017","16",13020.57
"D","10/20/2017","17",13449.18
"D","10/20/2017","18",13903.39
"D","10/20/2017","19",14342.54
"D","10/20/2017","20",14055.99
"D","10/20/2017","21",13468.74
"D","10/20/2017","22",12717.29
"D","10/20/2017","23",11719.53
"D","10/20/2017","24",10855.02
"D","10/21/2017","01",10178.12
"D","10/21/2017","02",9710.44
"D","10/21/2017","03",9454.5
"D","10/21/2017","04",9443.87
"D","10/21/2017","05",9612.37
"D","10/21/2017","06",9797.1
"D","10/21/2017","07",10343.71
"D","10/21/2017","08",10998.9
"D","10/21/2017","09",11529.58
"D","10/21/2017","10",11614.47
"D","10/21/2017","11",11528.94
"D","10/21/2017","12",11420.42
"D","10/21/2017","13",11322.18
"D","10/21/2017","14",11313.83
"D","10/21/2017","15",11470.66
"D","10/21/2017","16",11855.48
"D","10/21/2017","17",12401.23
"D","10/21/2017","18",12914.8
"D","10/21/2017","19",13541.0
"D","10/21/2017","20",13252.82
"D","10/21/2017","21",12741.75
"D","10/21/2017","22",12077.33
"D","10/21/2017","23",11250.81
"D","10/21/2017","24",10616.46
