"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20130429_20130513.csv"
"C","Report for: 04/29/2013 - 05/13/2013"
"C","Report generated: 06/30/2019 12:13:57 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","04/29/2013","01",10222.15
"D","04/29/2013","02",10159.75
"D","04/29/2013","03",10245.52
"D","04/29/2013","04",10288.86
"D","04/29/2013","05",10401.72
"D","04/29/2013","06",10788.33
"D","04/29/2013","07",12286.62
"D","04/29/2013","08",13609.22
"D","04/29/2013","09",14032.51
"D","04/29/2013","10",14241.94
"D","04/29/2013","11",14460.54
"D","04/29/2013","12",14544.05
"D","04/29/2013","13",14484.32
"D","04/29/2013","14",14480.89
"D","04/29/2013","15",14316.44
"D","04/29/2013","16",14163.41
"D","04/29/2013","17",14193.83
"D","04/29/2013","18",14285.16
"D","04/29/2013","19",14291.44
"D","04/29/2013","20",14538.96
"D","04/29/2013","21",14895.79
"D","04/29/2013","22",13897.58
"D","04/29/2013","23",12406.58
"D","04/29/2013","24",11188.54
"D","04/30/2013","01",10835.84
"D","04/30/2013","02",10797.03
"D","04/30/2013","03",10854.6
"D","04/30/2013","04",10804.18
"D","04/30/2013","05",10786.58
"D","04/30/2013","06",11304.78
"D","04/30/2013","07",12373.24
"D","04/30/2013","08",13576.7
"D","04/30/2013","09",13935.59
"D","04/30/2013","10",14087.27
"D","04/30/2013","11",14226.89
"D","04/30/2013","12",14300.47
"D","04/30/2013","13",14234.95
"D","04/30/2013","14",14269.59
"D","04/30/2013","15",14178.94
"D","04/30/2013","16",14065.38
"D","04/30/2013","17",14054.1
"D","04/30/2013","18",14058.04
"D","04/30/2013","19",13998.51
"D","04/30/2013","20",14170.7
"D","04/30/2013","21",14753.68
"D","04/30/2013","22",13933.29
"D","04/30/2013","23",12477.8
"D","04/30/2013","24",11299.04
"D","05/01/2013","01",10692.68
"D","05/01/2013","02",10727.75
"D","05/01/2013","03",10623.06
"D","05/01/2013","04",10588.51
"D","05/01/2013","05",10650.62
"D","05/01/2013","06",11448.06
"D","05/01/2013","07",12542.08
"D","05/01/2013","08",13625.75
"D","05/01/2013","09",13965.85
"D","05/01/2013","10",14134.19
"D","05/01/2013","11",14327.23
"D","05/01/2013","12",14433.04
"D","05/01/2013","13",14384.67
"D","05/01/2013","14",14419.91
"D","05/01/2013","15",14327.85
"D","05/01/2013","16",14229.98
"D","05/01/2013","17",14214.39
"D","05/01/2013","18",14215.89
"D","05/01/2013","19",14126.54
"D","05/01/2013","20",14263.76
"D","05/01/2013","21",14840.58
"D","05/01/2013","22",13996.97
"D","05/01/2013","23",12530.43
"D","05/01/2013","24",11149.9
"D","05/02/2013","01",10664.21
"D","05/02/2013","02",10597.57
"D","05/02/2013","03",10555.33
"D","05/02/2013","04",10618.24
"D","05/02/2013","05",10617.01
"D","05/02/2013","06",11252.53
"D","05/02/2013","07",12348.59
"D","05/02/2013","08",13581.13
"D","05/02/2013","09",14031.74
"D","05/02/2013","10",14287.96
"D","05/02/2013","11",14570.12
"D","05/02/2013","12",14765.55
"D","05/02/2013","13",14773.45
"D","05/02/2013","14",14858.94
"D","05/02/2013","15",14774.96
"D","05/02/2013","16",14606.25
"D","05/02/2013","17",14475.19
"D","05/02/2013","18",14402.11
"D","05/02/2013","19",14299.44
"D","05/02/2013","20",14506.99
"D","05/02/2013","21",14860.94
"D","05/02/2013","22",13964.72
"D","05/02/2013","23",12526.13
"D","05/02/2013","24",11167.8
"D","05/03/2013","01",10823.13
"D","05/03/2013","02",10589.33
"D","05/03/2013","03",10490.11
"D","05/03/2013","04",10528.18
"D","05/03/2013","05",10704.27
"D","05/03/2013","06",10908.61
"D","05/03/2013","07",12227.56
"D","05/03/2013","08",13478.15
"D","05/03/2013","09",13907.21
"D","05/03/2013","10",14066.8
"D","05/03/2013","11",14220.44
"D","05/03/2013","12",14270.5
"D","05/03/2013","13",14178.41
"D","05/03/2013","14",14162.0
"D","05/03/2013","15",13989.91
"D","05/03/2013","16",13840.34
"D","05/03/2013","17",13799.36
"D","05/03/2013","18",13733.68
"D","05/03/2013","19",13573.36
"D","05/03/2013","20",13632.44
"D","05/03/2013","21",14172.32
"D","05/03/2013","22",13599.94
"D","05/03/2013","23",12499.35
"D","05/03/2013","24",11268.85
"D","05/04/2013","01",10341.98
"D","05/04/2013","02",10060.96
"D","05/04/2013","03",10030.28
"D","05/04/2013","04",10003.74
"D","05/04/2013","05",10102.25
"D","05/04/2013","06",9855.82
"D","05/04/2013","07",10298.72
"D","05/04/2013","08",11266.52
"D","05/04/2013","09",12187.8
"D","05/04/2013","10",12691.85
"D","05/04/2013","11",12880.18
"D","05/04/2013","12",12870.58
"D","05/04/2013","13",12719.25
"D","05/04/2013","14",12502.44
"D","05/04/2013","15",12332.36
"D","05/04/2013","16",12239.44
"D","05/04/2013","17",12316.38
"D","05/04/2013","18",12502.6
"D","05/04/2013","19",12552.27
"D","05/04/2013","20",12714.02
"D","05/04/2013","21",13332.92
"D","05/04/2013","22",12918.41
"D","05/04/2013","23",11965.78
"D","05/04/2013","24",10930.14
"D","05/05/2013","01",10127.16
"D","05/05/2013","02",9636.01
"D","05/05/2013","03",9390.26
"D","05/05/2013","04",9563.19
"D","05/05/2013","05",9617.51
"D","05/05/2013","06",9515.58
"D","05/05/2013","07",9819.81
"D","05/05/2013","08",10568.99
"D","05/05/2013","09",11428.58
"D","05/05/2013","10",12053.52
"D","05/05/2013","11",12317.19
"D","05/05/2013","12",12378.94
"D","05/05/2013","13",12336.92
"D","05/05/2013","14",12181.78
"D","05/05/2013","15",12044.36
"D","05/05/2013","16",12029.21
"D","05/05/2013","17",12226.3
"D","05/05/2013","18",12589.66
"D","05/05/2013","19",12834.68
"D","05/05/2013","20",13112.51
"D","05/05/2013","21",13784.6
"D","05/05/2013","22",13118.44
"D","05/05/2013","23",11815.68
"D","05/05/2013","24",10631.98
"D","05/06/2013","01",10147.05
"D","05/06/2013","02",10038.45
"D","05/06/2013","03",10130.43
"D","05/06/2013","04",10204.51
"D","05/06/2013","05",10349.84
"D","05/06/2013","06",10620.74
"D","05/06/2013","07",12355.4
"D","05/06/2013","08",13686.82
"D","05/06/2013","09",14139.66
"D","05/06/2013","10",14285.6
"D","05/06/2013","11",14417.16
"D","05/06/2013","12",14520.03
"D","05/06/2013","13",14531.7
"D","05/06/2013","14",14610.68
