"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20170422_20170506.csv"
"C","Report for: 04/22/2017 - 05/06/2017"
"C","Report generated: 06/30/2019 12:56:07 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","04/22/2017","01",10647.48
"D","04/22/2017","02",10390.4
"D","04/22/2017","03",10337.09
"D","04/22/2017","04",10221.9
"D","04/22/2017","05",10311.2
"D","04/22/2017","06",10679.93
"D","04/22/2017","07",11008.19
"D","04/22/2017","08",11611.3
"D","04/22/2017","09",12300.05
"D","04/22/2017","10",12822.81
"D","04/22/2017","11",13081.6
"D","04/22/2017","12",13124.69
"D","04/22/2017","13",12985.7
"D","04/22/2017","14",12677.14
"D","04/22/2017","15",12487.86
"D","04/22/2017","16",12740.09
"D","04/22/2017","17",12616.68
"D","04/22/2017","18",12751.23
"D","04/22/2017","19",12881.93
"D","04/22/2017","20",13080.04
"D","04/22/2017","21",13081.86
"D","04/22/2017","22",12514.26
"D","04/22/2017","23",11652.82
"D","04/22/2017","24",11013.97
"D","04/23/2017","01",10726.88
"D","04/23/2017","02",10775.95
"D","04/23/2017","03",10703.6
"D","04/23/2017","04",10610.28
"D","04/23/2017","05",10661.4
"D","04/23/2017","06",10676.6
"D","04/23/2017","07",10706.2
"D","04/23/2017","08",10796.97
"D","04/23/2017","09",11055.17
"D","04/23/2017","10",10899.76
"D","04/23/2017","11",10568.4
"D","04/23/2017","12",10485.98
"D","04/23/2017","13",10368.45
"D","04/23/2017","14",10352.82
"D","04/23/2017","15",10403.85
"D","04/23/2017","16",10535.36
"D","04/23/2017","17",10820.72
"D","04/23/2017","18",11509.84
"D","04/23/2017","19",12096.56
"D","04/23/2017","20",12593.13
"D","04/23/2017","21",12969.87
"D","04/23/2017","22",12252.72
"D","04/23/2017","23",11163.69
"D","04/23/2017","24",10353.5
"D","04/24/2017","01",9799.17
"D","04/24/2017","02",9646.22
"D","04/24/2017","03",9510.23
"D","04/24/2017","04",9714.02
"D","04/24/2017","05",10187.35
"D","04/24/2017","06",10882.69
"D","04/24/2017","07",11971.61
"D","04/24/2017","08",12772.77
"D","04/24/2017","09",12753.13
"D","04/24/2017","10",12653.26
"D","04/24/2017","11",12650.18
"D","04/24/2017","12",12697.19
"D","04/24/2017","13",12736.32
"D","04/24/2017","14",12698.95
"D","04/24/2017","15",12558.3
"D","04/24/2017","16",12594.32
"D","04/24/2017","17",12810.17
"D","04/24/2017","18",13212.18
"D","04/24/2017","19",13455.71
"D","04/24/2017","20",13730.99
"D","04/24/2017","21",13882.71
"D","04/24/2017","22",12957.8
"D","04/24/2017","23",11615.9
"D","04/24/2017","24",10698.45
"D","04/25/2017","01",9852.9
"D","04/25/2017","02",9425.93
"D","04/25/2017","03",9397.05
"D","04/25/2017","04",9379.24
"D","04/25/2017","05",9677.67
"D","04/25/2017","06",10351.98
"D","04/25/2017","07",11957.74
"D","04/25/2017","08",13047.51
"D","04/25/2017","09",13391.51
"D","04/25/2017","10",13544.56
"D","04/25/2017","11",13711.32
"D","04/25/2017","12",13757.52
"D","04/25/2017","13",13718.96
"D","04/25/2017","14",13741.6
"D","04/25/2017","15",13713.94
"D","04/25/2017","16",13771.21
"D","04/25/2017","17",14007.83
"D","04/25/2017","18",14381.63
"D","04/25/2017","19",14535.01
"D","04/25/2017","20",14571.15
"D","04/25/2017","21",14292.4
"D","04/25/2017","22",13327.96
"D","04/25/2017","23",12031.35
"D","04/25/2017","24",10894.0
"D","04/26/2017","01",10161.11
"D","04/26/2017","02",9749.6
"D","04/26/2017","03",9517.64
"D","04/26/2017","04",9485.79
"D","04/26/2017","05",9762.6
"D","04/26/2017","06",10714.41
"D","04/26/2017","07",12326.73
"D","04/26/2017","08",13511.77
"D","04/26/2017","09",13889.92
"D","04/26/2017","10",14033.16
"D","04/26/2017","11",14090.68
"D","04/26/2017","12",14030.4
"D","04/26/2017","13",13919.08
"D","04/26/2017","14",13874.0
"D","04/26/2017","15",13744.39
"D","04/26/2017","16",13656.65
"D","04/26/2017","17",13767.14
"D","04/26/2017","18",13978.56
"D","04/26/2017","19",14057.18
"D","04/26/2017","20",14217.5
"D","04/26/2017","21",14153.27
"D","04/26/2017","22",13239.28
"D","04/26/2017","23",11948.93
"D","04/26/2017","24",10759.66
"D","04/27/2017","01",10140.5
"D","04/27/2017","02",9986.57
"D","04/27/2017","03",9855.7
"D","04/27/2017","04",9809.33
"D","04/27/2017","05",10096.37
"D","04/27/2017","06",10828.21
"D","04/27/2017","07",12021.78
"D","04/27/2017","08",13081.09
"D","04/27/2017","09",13378.46
"D","04/27/2017","10",13473.33
"D","04/27/2017","11",13547.84
"D","04/27/2017","12",13535.49
"D","04/27/2017","13",13429.88
"D","04/27/2017","14",13408.95
"D","04/27/2017","15",13272.55
"D","04/27/2017","16",13211.96
"D","04/27/2017","17",13342.06
"D","04/27/2017","18",13512.9
"D","04/27/2017","19",13677.77
"D","04/27/2017","20",13952.44
"D","04/27/2017","21",14071.34
"D","04/27/2017","22",13199.79
"D","04/27/2017","23",11940.76
"D","04/27/2017","24",10754.27
"D","04/28/2017","01",10246.77
"D","04/28/2017","02",10055.41
"D","04/28/2017","03",10071.97
"D","04/28/2017","04",10010.28
"D","04/28/2017","05",10272.71
"D","04/28/2017","06",10630.75
"D","04/28/2017","07",11839.39
"D","04/28/2017","08",13058.73
"D","04/28/2017","09",13516.88
"D","04/28/2017","10",13687.98
"D","04/28/2017","11",13558.45
"D","04/28/2017","12",13251.43
"D","04/28/2017","13",13085.49
"D","04/28/2017","14",13239.37
"D","04/28/2017","15",13349.05
"D","04/28/2017","16",13536.51
"D","04/28/2017","17",13851.07
"D","04/28/2017","18",14097.47
"D","04/28/2017","19",14062.35
"D","04/28/2017","20",14060.42
"D","04/28/2017","21",14264.21
"D","04/28/2017","22",13537.38
"D","04/28/2017","23",12426.95
"D","04/28/2017","24",11248.46
"D","04/29/2017","01",10612.95
"D","04/29/2017","02",10252.08
"D","04/29/2017","03",9934.24
"D","04/29/2017","04",9752.71
"D","04/29/2017","05",9762.6
"D","04/29/2017","06",9826.24
"D","04/29/2017","07",10297.48
"D","04/29/2017","08",11066.12
"D","04/29/2017","09",11796.57
"D","04/29/2017","10",12014.91
"D","04/29/2017","11",12363.8
"D","04/29/2017","12",12512.52
"D","04/29/2017","13",12658.98
"D","04/29/2017","14",12787.08
"D","04/29/2017","15",12746.32
"D","04/29/2017","16",12866.79
"D","04/29/2017","17",13247.15
"D","04/29/2017","18",13524.79
"D","04/29/2017","19",13475.65
"D","04/29/2017","20",13396.91
"D","04/29/2017","21",13551.37
"D","04/29/2017","22",12914.92
"D","04/29/2017","23",11894.41
"D","04/29/2017","24",10829.54
"D","04/30/2017","01",10242.32
"D","04/30/2017","02",9694.33
"D","04/30/2017","03",9617.11
"D","04/30/2017","04",9406.91
"D","04/30/2017","05",9360.75
"D","04/30/2017","06",9183.77
"D","04/30/2017","07",9415.95
"D","04/30/2017","08",9636.03
"D","04/30/2017","09",10102.38
"D","04/30/2017","10",10440.06
"D","04/30/2017","11",10595.74
"D","04/30/2017","12",10870.74
"D","04/30/2017","13",11237.01
"D","04/30/2017","14",11529.28
"D","04/30/2017","15",11568.36
"D","04/30/2017","16",11637.6
"D","04/30/2017","17",11994.42
"D","04/30/2017","18",12478.12
"D","04/30/2017","19",12734.73
"D","04/30/2017","20",12957.8
"D","04/30/2017","21",12996.02
"D","04/30/2017","22",12213.37
"D","04/30/2017","23",11071.32
"D","04/30/2017","24",10070.73
"D","05/01/2017","01",9693.87
"D","05/01/2017","02",9613.04
"D","05/01/2017","03",9454.49
"D","05/01/2017","04",9476.06
"D","05/01/2017","05",9603.92
"D","05/01/2017","06",10282.82
"D","05/01/2017","07",11944.13
"D","05/01/2017","08",13048.34
"D","05/01/2017","09",13417.43
"D","05/01/2017","10",13617.33
"D","05/01/2017","11",13746.36
"D","05/01/2017","12",13684.68
"D","05/01/2017","13",13539.23
"D","05/01/2017","14",13418.73
"D","05/01/2017","15",13342.14
"D","05/01/2017","16",13290.77
"D","05/01/2017","17",13454.1
"D","05/01/2017","18",13844.56
"D","05/01/2017","19",14035.9
"D","05/01/2017","20",14214.85
"D","05/01/2017","21",14209.58
"D","05/01/2017","22",13246.49
"D","05/01/2017","23",11962.93
"D","05/01/2017","24",11034.28
"D","05/02/2017","01",10573.03
"D","05/02/2017","02",10366.6
"D","05/02/2017","03",10189.68
"D","05/02/2017","04",10151.99
"D","05/02/2017","05",10439.36
"D","05/02/2017","06",11272.3
"D","05/02/2017","07",12284.93
"D","05/02/2017","08",13411.92
"D","05/02/2017","09",13760.8
"D","05/02/2017","10",13934.58
"D","05/02/2017","11",13960.18
"D","05/02/2017","12",14010.81
"D","05/02/2017","13",13880.53
"D","05/02/2017","14",13770.34
"D","05/02/2017","15",13479.1
"D","05/02/2017","16",13286.68
"D","05/02/2017","17",13373.78
"D","05/02/2017","18",13690.31
"D","05/02/2017","19",13811.55
"D","05/02/2017","20",13943.12
"D","05/02/2017","21",14158.14
"D","05/02/2017","22",13308.22
"D","05/02/2017","23",11939.77
"D","05/02/2017","24",10970.77
"D","05/03/2017","01",10294.0
"D","05/03/2017","02",10092.03
"D","05/03/2017","03",10032.15
"D","05/03/2017","04",9994.76
"D","05/03/2017","05",9995.77
"D","05/03/2017","06",10615.37
"D","05/03/2017","07",11860.06
"D","05/03/2017","08",12738.05
"D","05/03/2017","09",12745.37
"D","05/03/2017","10",12747.12
"D","05/03/2017","11",12889.25
"D","05/03/2017","12",12871.95
"D","05/03/2017","13",12789.25
"D","05/03/2017","14",12848.95
"D","05/03/2017","15",12657.04
"D","05/03/2017","16",12654.79
"D","05/03/2017","17",12897.44
"D","05/03/2017","18",13104.69
"D","05/03/2017","19",13310.12
"D","05/03/2017","20",13550.96
"D","05/03/2017","21",13928.01
"D","05/03/2017","22",13208.25
"D","05/03/2017","23",11919.11
"D","05/03/2017","24",11129.27
"D","05/04/2017","01",10475.3
"D","05/04/2017","02",10126.45
"D","05/04/2017","03",10147.45
"D","05/04/2017","04",10149.54
"D","05/04/2017","05",10246.02
"D","05/04/2017","06",10815.98
"D","05/04/2017","07",12166.41
"D","05/04/2017","08",12917.91
"D","05/04/2017","09",12757.68
"D","05/04/2017","10",12499.04
"D","05/04/2017","11",12373.22
"D","05/04/2017","12",12238.51
"D","05/04/2017","13",12168.52
"D","05/04/2017","14",12171.22
"D","05/04/2017","15",12113.07
"D","05/04/2017","16",12181.21
"D","05/04/2017","17",12535.48
"D","05/04/2017","18",12902.78
"D","05/04/2017","19",13120.48
"D","05/04/2017","20",13529.4
"D","05/04/2017","21",13835.85
"D","05/04/2017","22",13058.61
"D","05/04/2017","23",11839.68
"D","05/04/2017","24",11041.44
"D","05/05/2017","01",10347.3
"D","05/05/2017","02",9911.63
"D","05/05/2017","03",9793.85
"D","05/05/2017","04",9919.79
"D","05/05/2017","05",10196.57
"D","05/05/2017","06",11097.45
"D","05/05/2017","07",12053.95
"D","05/05/2017","08",13083.82
"D","05/05/2017","09",13556.32
"D","05/05/2017","10",13807.72
"D","05/05/2017","11",13916.52
"D","05/05/2017","12",13992.63
"D","05/05/2017","13",13924.8
"D","05/05/2017","14",13887.52
"D","05/05/2017","15",13930.88
"D","05/05/2017","16",13976.63
"D","05/05/2017","17",14026.1
"D","05/05/2017","18",14123.24
"D","05/05/2017","19",13954.15
"D","05/05/2017","20",13820.83
"D","05/05/2017","21",13631.42
"D","05/05/2017","22",12899.84
"D","05/05/2017","23",11871.1
"D","05/05/2017","24",10796.49
"D","05/06/2017","01",10265.28
"D","05/06/2017","02",9801.32
"D","05/06/2017","03",9765.02
"D","05/06/2017","04",9655.15
"D","05/06/2017","05",9717.7
"D","05/06/2017","06",9936.45
"D","05/06/2017","07",10397.83
"D","05/06/2017","08",11073.86
"D","05/06/2017","09",11986.07
"D","05/06/2017","10",12530.74
"D","05/06/2017","11",12871.02
"D","05/06/2017","12",12867.52
"D","05/06/2017","13",12586.88
"D","05/06/2017","14",12099.09
"D","05/06/2017","15",11637.48
"D","05/06/2017","16",11370.28
"D","05/06/2017","17",11568.87
"D","05/06/2017","18",12022.94
"D","05/06/2017","19",12266.32
"D","05/06/2017","20",12474.24
"D","05/06/2017","21",12660.28
"D","05/06/2017","22",12138.43
"D","05/06/2017","23",11291.27
"D","05/06/2017","24",10465.04
"T","360 lines"
