"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20160710_20160724.csv"
"C","Report for: 07/10/2016 - 07/24/2016"
"C","Report generated: 06/30/2019 12:51:34 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","07/10/2016","01",10793.05
"D","07/10/2016","02",10295.47
"D","07/10/2016","03",10249.46
"D","07/10/2016","04",10102.89
"D","07/10/2016","05",10061.83
"D","07/10/2016","06",10205.62
"D","07/10/2016","07",10559.5
"D","07/10/2016","08",11032.2
"D","07/10/2016","09",11632.28
"D","07/10/2016","10",12490.56
"D","07/10/2016","11",13115.33
"D","07/10/2016","12",13510.27
"D","07/10/2016","13",13751.5
"D","07/10/2016","14",13862.51
"D","07/10/2016","15",13925.77
"D","07/10/2016","16",14067.23
"D","07/10/2016","17",14347.98
"D","07/10/2016","18",14661.93
"D","07/10/2016","19",14703.62
"D","07/10/2016","20",14548.76
"D","07/10/2016","21",14497.87
"D","07/10/2016","22",14085.16
"D","07/10/2016","23",13010.0
"D","07/10/2016","24",11832.85
"D","07/11/2016","01",11149.31
"D","07/11/2016","02",10696.8
"D","07/11/2016","03",10411.51
"D","07/11/2016","04",10351.99
"D","07/11/2016","05",10590.72
"D","07/11/2016","06",11257.27
"D","07/11/2016","07",12326.34
"D","07/11/2016","08",13643.54
"D","07/11/2016","09",14477.42
"D","07/11/2016","10",15003.75
"D","07/11/2016","11",15436.42
"D","07/11/2016","12",15714.85
"D","07/11/2016","13",15787.09
"D","07/11/2016","14",15990.12
"D","07/11/2016","15",16141.17
"D","07/11/2016","16",16412.7
"D","07/11/2016","17",16745.84
"D","07/11/2016","18",16938.93
"D","07/11/2016","19",16858.3
"D","07/11/2016","20",16523.81
"D","07/11/2016","21",16350.67
"D","07/11/2016","22",15892.99
"D","07/11/2016","23",14417.74
"D","07/11/2016","24",12883.37
"D","07/12/2016","01",12440.66
"D","07/12/2016","02",12401.95
"D","07/12/2016","03",12084.85
"D","07/12/2016","04",11880.1
"D","07/12/2016","05",11810.77
"D","07/12/2016","06",11866.95
"D","07/12/2016","07",12596.89
"D","07/12/2016","08",14058.95
"D","07/12/2016","09",15039.67
"D","07/12/2016","10",15804.62
"D","07/12/2016","11",16533.53
"D","07/12/2016","12",17133.04
"D","07/12/2016","13",17601.05
"D","07/12/2016","14",18182.75
"D","07/12/2016","15",18682.98
"D","07/12/2016","16",19141.42
"D","07/12/2016","17",19545.72
"D","07/12/2016","18",19743.5
"D","07/12/2016","19",19456.13
"D","07/12/2016","20",18817.28
"D","07/12/2016","21",18390.7
"D","07/12/2016","22",17776.71
"D","07/12/2016","23",16178.61
"D","07/12/2016","24",14516.18
"D","07/13/2016","01",13755.61
"D","07/13/2016","02",13215.01
"D","07/13/2016","03",13023.51
"D","07/13/2016","04",13047.94
"D","07/13/2016","05",13147.14
"D","07/13/2016","06",13492.4
"D","07/13/2016","07",14017.77
"D","07/13/2016","08",15544.8
"D","07/13/2016","09",16748.89
"D","07/13/2016","10",17732.76
"D","07/13/2016","11",18756.96
"D","07/13/2016","12",19669.21
"D","07/13/2016","13",20403.14
"D","07/13/2016","14",21126.38
"D","07/13/2016","15",21502.53
"D","07/13/2016","16",21827.87
"D","07/13/2016","17",22085.97
"D","07/13/2016","18",22146.55
"D","07/13/2016","19",21671.47
"D","07/13/2016","20",20869.29
"D","07/13/2016","21",20244.54
"D","07/13/2016","22",19419.32
"D","07/13/2016","23",17566.85
"D","07/13/2016","24",15937.19
"D","07/14/2016","01",14736.39
"D","07/14/2016","02",14368.09
"D","07/14/2016","03",14090.41
"D","07/14/2016","04",13928.56
"D","07/14/2016","05",14136.44
"D","07/14/2016","06",14349.32
"D","07/14/2016","07",15357.87
"D","07/14/2016","08",16821.51
"D","07/14/2016","09",17801.55
"D","07/14/2016","10",18634.66
"D","07/14/2016","11",19465.12
"D","07/14/2016","12",20048.13
"D","07/14/2016","13",20472.46
"D","07/14/2016","14",20822.18
"D","07/14/2016","15",21055.78
"D","07/14/2016","16",21184.18
"D","07/14/2016","17",21173.18
"D","07/14/2016","18",21183.71
"D","07/14/2016","19",20889.47
"D","07/14/2016","20",20399.38
"D","07/14/2016","21",20129.95
